Date,Description,Amount,Type,Merchant_Category,Label,Predicted_Label
2025-06-17,Electricity Bill Payment,12074.0,DEBIT,,,EXPENSE
2025-06-26,Medical Consultation at Cafe Coffee Day,14518.0,DEBIT,,,EXPENSE
2025-06-21,Salary credited from TCS,88443.0,CREDIT,,,INCOME
2025-06-18,Fuel Purchase at Amazon,13311.0,DEBIT,,,EXPENSE
2025-06-17,Goal Based Savings Transfer,14951.0,DEBIT,,,SAVINGS
2025-06-20,SIP to SBI Magnum,40194.0,DEBIT,,,SAVINGS
2025-06-05,Maturity Proceeds from NPS,38477.0,DEBIT,,,SAVINGS
2025-06-10,UPI payment to Cafe Coffee Day,1551.0,DEBIT,,,EXPENSE
2025-06-14,Credit Card Bill Payment,9698.0,DEBIT,,,EXPENSE
2025-06-20,Refund from Amazon,68142.0,CREDIT,,,INCOME
2025-06-24,POS/AMAZON IN/Online Shopping,19254.0,DEBIT,,,EXPENSE
2025-06-22,Dividend from Mutual Fund,15645.0,CREDIT,,,INCOME
2025-06-07,Refund from Amazon,38954.0,CREDIT,,,INCOME
2025-06-09,Salary credited from ABC Corp,65488.0,CREDIT,,,INCOME
2025-06-23,SIP to HDFC Top 100,4599.0,DEBIT,,,SAVINGS
2025-06-22,Mutual Fund Investment - UTI Flexi Cap,47189.0,DEBIT,,,SAVINGS
2025-06-02,ATM Cash Withdrawal,10000.0,DEBIT,,,EXPENSE
2025-06-21,Fuel Purchase at Indian Oil,17374.0,DEBIT,,,EXPENSE
2025-06-04,Fuel Purchase at Flipkart,2803.0,DEBIT,,,EXPENSE
2025-06-06,Closure Proceeds from LIC Policy,31667.0,DEBIT,,,SAVINGS
2025-06-24,FD Creation at PNB,27515.0,DEBIT,,,SAVINGS
2025-06-16,Gift received from Family,9563.0,CREDIT,,,INCOME
2025-06-28,POS/AMAZON IN/Online Shopping,15677.0,DEBIT,,,EXPENSE
2025-06-24,Grocery Shopping at Myntra,18629.0,DEBIT,,,EXPENSE
2025-06-13,Sweep-in to Savings,29729.0,DEBIT,,,SAVINGS
2025-06-12,Goal Based Savings Transfer,27529.0,DEBIT,,,SAVINGS
2025-06-17,Dining Out at Big Bazaar,11928.0,DEBIT,,,EXPENSE
2025-06-28,Mutual Fund Investment - Axis Bluechip,40159.0,DEBIT,,,SAVINGS
2025-06-20,Dividend from Mutual Fund,65030.0,CREDIT,,,INCOME
2025-06-26,Dividend from Mutual Fund,63628.0,CREDIT,,,INCOME
2025-06-16,Maturity Proceeds from LIC Policy,33684.0,DEBIT,,,SAVINGS
2025-06-13,Transfer to NPS Account,23746.0,DEBIT,,,SAVINGS
2025-06-02,Maturity Proceeds from RD,36938.0,DEBIT,,,SAVINGS
2025-06-06,FD Creation at SBI,32932.0,DEBIT,,,SAVINGS
2025-06-12,Credit Card Bill Payment,10962.0,DEBIT,,,EXPENSE
2025-06-28,Refund from Amazon,52597.0,CREDIT,,,INCOME
2025-06-23,Sweep-in to Savings,16500.0,DEBIT,,,SAVINGS
2025-06-25,Recurring Deposit started at SBI,46559.0,DEBIT,,,SAVINGS
2025-06-04,FD Creation at ICICI Bank,26728.0,DEBIT,,,SAVINGS
2025-06-12,Closure Proceeds from NPS,41022.0,DEBIT,,,SAVINGS
2025-06-14,Interest from Savings Account,39908.0,CREDIT,,,INCOME
2025-06-19,Transfer to Recurring Deposit,44769.0,DEBIT,,,SAVINGS
2025-06-19,NPS Contribution,41783.0,DEBIT,,,SAVINGS
2025-06-14,Investment in Axis Bluechip,29559.0,DEBIT,,,SAVINGS
2025-06-24,Credit Card Bill Payment,11804.0,DEBIT,,,EXPENSE
2025-06-17,Refund from Amazon,19086.0,CREDIT,,,INCOME
2025-06-19,Auto Sweep to FD,19136.0,DEBIT,,,SAVINGS
2025-06-03,Subscription Renewal - Netflix,13229.0,DEBIT,,,EXPENSE
2025-06-09,Dining Out at Flipkart,12862.0,DEBIT,,,EXPENSE
2025-06-24,Consulting payment from TCS,99015.0,CREDIT,,,INCOME
2025-06-22,Grocery Shopping at Cafe Coffee Day,5793.0,DEBIT,,,EXPENSE
2025-06-16,Consulting payment from ABC Corp,34393.0,CREDIT,,,INCOME
2025-06-18,RD Installment at Axis Bank,6774.0,DEBIT,,,SAVINGS
2025-06-15,Transfer to PPF Account,6710.0,DEBIT,,,SAVINGS
2025-06-23,Goal Based Savings Transfer,23377.0,DEBIT,,,SAVINGS
2025-06-19,Investment in SBI Magnum,40312.0,DEBIT,,,SAVINGS
2025-06-15,Fixed Deposit opened at SBI,4089.0,DEBIT,,,SAVINGS
2025-06-03,LIC Premium Payment,16860.0,DEBIT,,,SAVINGS
2025-06-19,Award for best employee,37512.0,CREDIT,,,INCOME
2025-06-25,Salary credited from INFOSYS LTD,22157.0,CREDIT,,,INCOME
2025-06-04,Interest from Savings Account,35385.0,CREDIT,,,INCOME
2025-06-16,Transfer to Education Fund,35650.0,DEBIT,,,SAVINGS
2025-06-01,POS/AMAZON IN/Online Shopping,4738.0,DEBIT,,,EXPENSE
2025-06-03,Auto Sweep to FD,36589.0,DEBIT,,,SAVINGS
2025-06-07,Fixed Deposit opened at ICICI Bank,5743.0,DEBIT,,,SAVINGS
2025-06-02,PPF Deposit,39312.0,DEBIT,,,SAVINGS
2025-06-22,Investment in ICICI Prudential,40872.0,DEBIT,,,SAVINGS
2025-06-14,Sweep-in to Savings,22826.0,DEBIT,,,SAVINGS
2025-06-12,Consulting payment from ABC Corp,50295.0,CREDIT,,,INCOME
2025-06-16,Gift received from Family,86345.0,CREDIT,,,INCOME
2025-06-04,RD Installment at HDFC Bank,46688.0,DEBIT,,,SAVINGS
2025-06-10,Maturity Proceeds from RD,5426.0,DEBIT,,,SAVINGS
2025-06-10,Mutual Fund Investment - SBI Magnum,46224.0,DEBIT,,,SAVINGS
2025-06-12,Investment in HDFC Top 100,3573.0,DEBIT,,,SAVINGS
2025-06-11,SIP to SBI Magnum,37941.0,DEBIT,,,SAVINGS
2025-06-09,Mutual Fund Investment - ICICI Prudential,2451.0,DEBIT,,,SAVINGS
2025-06-28,Dividend from Mutual Fund,7226.0,CREDIT,,,INCOME
2025-06-02,RD Installment at PNB,20567.0,DEBIT,,,SAVINGS
2025-06-28,Grocery Shopping at Amazon,10485.0,DEBIT,,,EXPENSE
2025-06-24,Dining Out at Indian Oil,14712.0,DEBIT,,,EXPENSE
2025-06-05,Consulting payment from XYZ Pvt Ltd,88009.0,CREDIT,,,INCOME
2025-06-28,Maturity Proceeds from FD,21523.0,DEBIT,,,SAVINGS
2025-06-05,Sweep-in to Savings,12406.0,DEBIT,,,SAVINGS
2025-06-11,NPS Contribution,24553.0,DEBIT,,,SAVINGS
2025-06-21,Award for best employee,53501.0,CREDIT,,,INCOME
2025-06-25,Investment in UTI Flexi Cap,49469.0,DEBIT,,,SAVINGS
2025-06-19,LIC Premium Payment,5855.0,DEBIT,,,SAVINGS
2025-06-28,ATM Cash Withdrawal,4272.0,DEBIT,,,EXPENSE
2025-06-14,Transfer to Education Fund,25044.0,DEBIT,,,SAVINGS
2025-06-02,PPF Deposit,42693.0,DEBIT,,,SAVINGS
2025-06-09,Recurring Deposit started at Axis Bank,10741.0,DEBIT,,,SAVINGS
2025-06-08,Grocery Shopping at Apollo Pharmacy,3229.0,DEBIT,,,EXPENSE
2025-06-23,Dividend from Mutual Fund,99196.0,CREDIT,,,INCOME
2025-06-24,FD Creation at SBI,22099.0,DEBIT,,,SAVINGS
2025-06-19,RD Installment at SBI,19733.0,DEBIT,,,SAVINGS
2025-06-17,Fixed Deposit opened at SBI,14125.0,DEBIT,,,SAVINGS
2025-06-07,Consulting payment from XYZ Pvt Ltd,14911.0,CREDIT,,,INCOME
2025-06-27,LIC Premium Payment,37687.0,DEBIT,,,SAVINGS
2025-06-24,Salary credited from ABC Corp,36200.0,CREDIT,,,INCOME
2025-06-23,Goal Based Savings Transfer,45564.0,DEBIT,,,SAVINGS
2025-06-16,Transfer to Education Fund,13805.0,DEBIT,,,SAVINGS
2025-06-22,Salary credited from TCS,1903.0,CREDIT,,,INCOME
2025-06-14,Gift received from Family,50046.0,CREDIT,,,INCOME
2025-06-02,Closure Proceeds from FD,31197.0,DEBIT,,,SAVINGS
2025-06-17,Gift received from Family,29625.0,CREDIT,,,INCOME
2025-06-23,Transfer to Education Fund,34974.0,DEBIT,,,SAVINGS
2025-06-22,FD Creation at HDFC Bank,2928.0,DEBIT,,,SAVINGS
2025-06-19,Transfer to NPS Account,27343.0,DEBIT,,,SAVINGS
2025-06-25,Transfer to PPF Account,12804.0,DEBIT,,,SAVINGS
2025-06-08,Sweep-in to Savings,19778.0,DEBIT,,,SAVINGS
2025-06-25,Electricity Bill Payment,19250.0,DEBIT,,,EXPENSE
2025-06-24,Salary credited from XYZ Pvt Ltd,79564.0,CREDIT,,,INCOME
2025-06-24,Maturity Proceeds from FD,37677.0,DEBIT,,,SAVINGS
2025-06-04,Auto Sweep to FD,10503.0,DEBIT,,,SAVINGS
2025-06-28,Interest from Savings Account,2544.0,CREDIT,,,INCOME
2025-06-12,Sweep-in to Savings,10675.0,DEBIT,,,SAVINGS
2025-06-15,Sweep-in to Savings,30416.0,DEBIT,,,SAVINGS
2025-06-20,Dividend from Mutual Fund,71170.0,CREDIT,,,INCOME
2025-06-10,ATM Cash Withdrawal,16369.0,DEBIT,,,EXPENSE
2025-06-16,Mutual Fund Investment - UTI Flexi Cap,10870.0,DEBIT,,,SAVINGS
2025-06-11,Subscription Renewal - Netflix,9098.0,DEBIT,,,EXPENSE
2025-06-03,ATM Cash Withdrawal,10925.0,DEBIT,,,EXPENSE
2025-06-09,Fuel Purchase at Myntra,13412.0,DEBIT,,,EXPENSE
2025-06-17,Transfer to Recurring Deposit,40657.0,DEBIT,,,SAVINGS
2025-06-03,Electricity Bill Payment,7552.0,DEBIT,,,EXPENSE
2025-06-14,Refund from Amazon,49882.0,CREDIT,,,INCOME
2025-06-26,RD Installment at PNB,42679.0,DEBIT,,,SAVINGS
2025-06-19,LIC Premium Payment,29736.0,DEBIT,,,SAVINGS
2025-06-11,Transfer to Education Fund,5213.0,DEBIT,,,SAVINGS
2025-06-06,Refund from Amazon,16068.0,CREDIT,,,INCOME
2025-06-26,PPF Deposit,37810.0,DEBIT,,,SAVINGS
2025-06-11,Consulting payment from INFOSYS LTD,79625.0,CREDIT,,,INCOME
2025-06-24,POS/AMAZON IN/Online Shopping,6649.0,DEBIT,,,EXPENSE
2025-06-24,NPS Contribution,39446.0,DEBIT,,,SAVINGS
2025-06-21,Transfer to Recurring Deposit,15436.0,DEBIT,,,SAVINGS
2025-06-03,Maturity Proceeds from NPS,19985.0,DEBIT,,,SAVINGS
2025-06-18,Goal Based Savings Transfer,5638.0,DEBIT,,,SAVINGS
2025-06-08,ATM Cash Withdrawal,9864.0,DEBIT,,,EXPENSE
2025-06-09,ATM Cash Withdrawal,15310.0,DEBIT,,,EXPENSE
2025-06-22,PPF Deposit,17368.0,DEBIT,,,SAVINGS
2025-06-08,Transfer to NPS Account,15239.0,DEBIT,,,SAVINGS
2025-06-12,Investment in ICICI Prudential,47520.0,DEBIT,,,SAVINGS
2025-06-15,Transfer to Recurring Deposit,3394.0,DEBIT,,,SAVINGS
2025-06-09,Gift received from Family,38718.0,CREDIT,,,INCOME
2025-06-05,ATM Cash Withdrawal,11303.0,DEBIT,,,EXPENSE
2025-06-04,Consulting payment from ABC Corp,42498.0,CREDIT,,,INCOME
2025-06-02,NPS Contribution,43985.0,DEBIT,,,SAVINGS
2025-06-04,Transfer to Recurring Deposit,23854.0,DEBIT,,,SAVINGS
2025-06-14,Gift received from Family,88038.0,CREDIT,,,INCOME
2025-06-26,Electricity Bill Payment,16443.0,DEBIT,,,EXPENSE
2025-06-03,Sweep-in to Savings,37982.0,DEBIT,,,SAVINGS
2025-06-02,Recurring Deposit started at Axis Bank,24653.0,DEBIT,,,SAVINGS
2025-06-27,PPF Deposit,29531.0,DEBIT,,,SAVINGS
2025-06-07,Investment in UTI Flexi Cap,16406.0,DEBIT,,,SAVINGS
2025-06-26,RD Installment at ICICI Bank,35901.0,DEBIT,,,SAVINGS
2025-06-23,Refund from Amazon,36983.0,CREDIT,,,INCOME
2025-06-20,Consulting payment from INFOSYS LTD,38627.0,CREDIT,,,INCOME
2025-06-12,Investment in Axis Bluechip,44093.0,DEBIT,,,SAVINGS
2025-06-26,Closure Proceeds from RD,49750.0,DEBIT,,,SAVINGS
2025-06-09,Interest from Savings Account,73798.0,CREDIT,,,INCOME
2025-06-10,Credit Card Bill Payment,11225.0,DEBIT,,,EXPENSE
2025-06-08,PPF Deposit,17931.0,DEBIT,,,SAVINGS
2025-06-22,RD Installment at PNB,3144.0,DEBIT,,,SAVINGS
2025-06-06,Goal Based Savings Transfer,29913.0,DEBIT,,,SAVINGS
2025-06-14,ATM Cash Withdrawal,2564.0,DEBIT,,,EXPENSE
2025-06-21,Recurring Deposit started at PNB,48313.0,DEBIT,,,SAVINGS
2025-06-14,Interest from Savings Account,57466.0,CREDIT,,,INCOME
2025-06-20,Electricity Bill Payment,16275.0,DEBIT,,,EXPENSE
2025-06-22,Gift received from Family,87260.0,CREDIT,,,INCOME
2025-06-24,Interest from Savings Account,81153.0,CREDIT,,,INCOME
2025-06-24,Consulting payment from ABC Corp,93564.0,CREDIT,,,INCOME
2025-06-16,Refund from Amazon,23717.0,CREDIT,,,INCOME
2025-06-15,Sweep-in to Savings,21862.0,DEBIT,,,SAVINGS
2025-06-02,Goal Based Savings Transfer,13016.0,DEBIT,,,SAVINGS
2025-06-02,RD Installment at HDFC Bank,38032.0,DEBIT,,,SAVINGS
2025-06-16,Grocery Shopping at Flipkart,4109.0,DEBIT,,,EXPENSE
2025-06-26,Interest from Savings Account,12108.0,CREDIT,,,INCOME
2025-06-28,Transfer to Child Plan,21033.0,DEBIT,,,SAVINGS
2025-06-11,Electricity Bill Payment,14047.0,DEBIT,,,EXPENSE
2025-06-18,Investment in SBI Magnum,26549.0,DEBIT,,,SAVINGS
2025-06-17,Electricity Bill Payment,10638.0,DEBIT,,,EXPENSE
2025-06-25,Grocery Shopping at Flipkart,8256.0,DEBIT,,,EXPENSE
2025-06-18,Closure Proceeds from PPF,19020.0,DEBIT,,,SAVINGS
2025-06-06,Gift received from Family,36890.0,CREDIT,,,INCOME
2025-06-10,Auto Sweep to FD,5270.0,DEBIT,,,SAVINGS
2025-06-13,Refund from Amazon,61144.0,CREDIT,,,INCOME
2025-06-26,LIC Premium Payment,38137.0,DEBIT,,,SAVINGS
2025-06-06,Maturity Proceeds from LIC Policy,38310.0,DEBIT,,,SAVINGS
2025-06-06,Subscription Renewal - Netflix,14531.0,DEBIT,,,EXPENSE
2025-06-28,FD Creation at Axis Bank,41779.0,DEBIT,,,SAVINGS
2025-06-13,Subscription Renewal - Netflix,18268.0,DEBIT,,,EXPENSE
2025-06-25,Transfer to PPF Account,15578.0,DEBIT,,,SAVINGS
2025-06-04,UPI payment to Amazon,16024.0,DEBIT,,,EXPENSE
2025-06-01,Gift received from Family,61444.0,CREDIT,,,INCOME
2025-06-21,Investment in UTI Flexi Cap,33170.0,DEBIT,,,SAVINGS
2025-06-11,Goal Based Savings Transfer,12774.0,DEBIT,,,SAVINGS
2025-06-09,POS/AMAZON IN/Online Shopping,2612.0,DEBIT,,,EXPENSE
2025-06-11,Transfer to PPF Account,23016.0,DEBIT,,,SAVINGS
2025-06-02,Gift received from Family,78758.0,CREDIT,,,INCOME
2025-06-16,Fixed Deposit opened at PNB,8220.0,DEBIT,,,SAVINGS
2025-06-26,Closure Proceeds from PPF,22115.0,DEBIT,,,SAVINGS
2025-06-25,Transfer to PPF Account,37924.0,DEBIT,,,SAVINGS
2025-06-08,Interest from Savings Account,63056.0,CREDIT,,,INCOME
2025-06-07,Medical Consultation at Indian Oil,13052.0,DEBIT,,,EXPENSE
2025-06-22,Award for best employee,20129.0,CREDIT,,,INCOME
2025-06-07,Transfer to NPS Account,43557.0,DEBIT,,,SAVINGS
2025-06-11,Credit Card Bill Payment,14313.0,DEBIT,,,EXPENSE
2025-06-06,Consulting payment from INFOSYS LTD,30588.0,CREDIT,,,INCOME
2025-06-27,Fixed Deposit opened at Axis Bank,23891.0,DEBIT,,,SAVINGS
2025-06-13,Salary credited from INFOSYS LTD,18860.0,CREDIT,,,INCOME
2025-06-01,NPS Contribution,24315.0,DEBIT,,,SAVINGS
2025-06-23,Maturity Proceeds from RD,49802.0,DEBIT,,,SAVINGS
2025-06-13,Transfer to Recurring Deposit,35670.0,DEBIT,,,SAVINGS
2025-06-16,Sweep-in to Savings,19319.0,DEBIT,,,SAVINGS
2025-06-15,FD Creation at ICICI Bank,18885.0,DEBIT,,,SAVINGS
2025-06-17,Consulting payment from ABC Corp,46804.0,CREDIT,,,INCOME
2025-06-23,Recurring Deposit started at HDFC Bank,4148.0,DEBIT,,,SAVINGS
2025-06-08,Transfer to Education Fund,22979.0,DEBIT,,,SAVINGS
2025-06-08,ATM Cash Withdrawal,1637.0,DEBIT,,,EXPENSE
2025-06-16,NPS Contribution,33874.0,DEBIT,,,SAVINGS
2025-06-14,Interest from Savings Account,38273.0,CREDIT,,,INCOME
2025-06-27,PPF Deposit,4968.0,DEBIT,,,SAVINGS
2025-06-03,Mutual Fund Investment - SBI Magnum,17086.0,DEBIT,,,SAVINGS
2025-06-25,Transfer to Child Plan,37107.0,DEBIT,,,SAVINGS
2025-06-22,Goal Based Savings Transfer,37218.0,DEBIT,,,SAVINGS
2025-06-14,Grocery Shopping at Flipkart,1786.0,DEBIT,,,EXPENSE
2025-06-11,Transfer to Fixed Deposit,17455.0,DEBIT,,,SAVINGS
2025-06-05,Transfer to Recurring Deposit,18051.0,DEBIT,,,SAVINGS
2025-06-17,Goal Based Savings Transfer,46491.0,DEBIT,,,SAVINGS
2025-06-03,Sweep-in to Savings,45915.0,DEBIT,,,SAVINGS
2025-06-28,Fuel Purchase at Big Bazaar,11087.0,DEBIT,,,EXPENSE
2025-06-15,Credit Card Bill Payment,5707.0,DEBIT,,,EXPENSE
2025-06-19,Refund from Amazon,90044.0,CREDIT,,,INCOME
2025-06-27,Electricity Bill Payment,9429.0,DEBIT,,,EXPENSE
2025-06-06,Dividend from Mutual Fund,59044.0,CREDIT,,,INCOME
2025-06-17,Transfer to Education Fund,8610.0,DEBIT,,,SAVINGS
2025-06-08,Interest from Savings Account,7454.0,CREDIT,,,INCOME
2025-06-21,Fuel Purchase at Big Bazaar,11320.0,DEBIT,,,EXPENSE
2025-06-09,Medical Consultation at Myntra,3620.0,DEBIT,,,EXPENSE
2025-06-25,Transfer to Education Fund,46179.0,DEBIT,,,SAVINGS
2025-06-03,NPS Contribution,2103.0,DEBIT,,,SAVINGS
2025-06-27,Transfer to Education Fund,32162.0,DEBIT,,,SAVINGS
2025-06-10,Grocery Shopping at Amazon,8556.0,DEBIT,,,EXPENSE
2025-06-19,Electricity Bill Payment,1593.0,DEBIT,,,EXPENSE
2025-06-13,Transfer to PPF Account,27120.0,DEBIT,,,SAVINGS
2025-06-05,NPS Contribution,25855.0,DEBIT,,,SAVINGS
2025-06-14,Investment in HDFC Top 100,43775.0,DEBIT,,,SAVINGS
2025-06-26,Transfer to NPS Account,12964.0,DEBIT,,,SAVINGS
2025-06-11,Investment in HDFC Top 100,28806.0,DEBIT,,,SAVINGS
2025-06-01,Transfer to Education Fund,42291.0,DEBIT,,,SAVINGS
2025-06-03,LIC Premium Payment,37244.0,DEBIT,,,SAVINGS
2025-06-23,UPI payment to Amazon,18162.0,DEBIT,,,EXPENSE
2025-06-22,Transfer to Education Fund,24041.0,DEBIT,,,SAVINGS
2025-06-23,Sweep-in to Savings,25446.0,DEBIT,,,SAVINGS
2025-06-14,FD Creation at ICICI Bank,5210.0,DEBIT,,,SAVINGS
2025-06-09,Transfer to Fixed Deposit,38472.0,DEBIT,,,SAVINGS
2025-06-09,Transfer to NPS Account,19665.0,DEBIT,,,SAVINGS
2025-06-05,POS/AMAZON IN/Online Shopping,9247.0,DEBIT,,,EXPENSE
2025-06-01,Closure Proceeds from FD,5808.0,DEBIT,,,SAVINGS
2025-06-03,Auto Sweep to FD,42228.0,DEBIT,,,SAVINGS
2025-06-19,RD Installment at HDFC Bank,43670.0,DEBIT,,,SAVINGS
2025-06-05,FD Creation at Axis Bank,10003.0,DEBIT,,,SAVINGS
2025-06-01,NPS Contribution,27939.0,DEBIT,,,SAVINGS
2025-06-15,Subscription Renewal - Netflix,16977.0,DEBIT,,,EXPENSE
2025-06-12,PPF Deposit,32449.0,DEBIT,,,SAVINGS
2025-06-27,Salary credited from XYZ Pvt Ltd,12891.0,CREDIT,,,INCOME
2025-06-01,Dining Out at Cafe Coffee Day,16311.0,DEBIT,,,EXPENSE
2025-06-16,Grocery Shopping at Big Bazaar,10838.0,DEBIT,,,EXPENSE
2025-06-14,Subscription Renewal - Netflix,16152.0,DEBIT,,,EXPENSE
2025-06-26,Consulting payment from TCS,91156.0,CREDIT,,,INCOME
2025-06-28,Fuel Purchase at Apollo Pharmacy,6340.0,DEBIT,,,EXPENSE
2025-06-17,FD Creation at HDFC Bank,11082.0,DEBIT,,,SAVINGS
2025-06-16,Dividend from Mutual Fund,34090.0,CREDIT,,,INCOME
2025-06-03,Goal Based Savings Transfer,7253.0,DEBIT,,,SAVINGS
2025-06-05,Fuel Purchase at Amazon,14088.0,DEBIT,,,EXPENSE
2025-06-12,Medical Consultation at Myntra,5857.0,DEBIT,,,EXPENSE
2025-06-01,Refund from Amazon,82848.0,CREDIT,,,INCOME
2025-06-07,Refund from Amazon,7807.0,CREDIT,,,INCOME
2025-06-02,Dividend from Mutual Fund,51595.0,CREDIT,,,INCOME
2025-06-21,Gift received from Family,67466.0,CREDIT,,,INCOME
2025-06-19,Mutual Fund Investment - UTI Flexi Cap,40463.0,DEBIT,,,SAVINGS
2025-06-17,Refund from Amazon,63398.0,CREDIT,,,INCOME
2025-06-27,PPF Deposit,48171.0,DEBIT,,,SAVINGS
2025-06-07,POS/AMAZON IN/Online Shopping,17215.0,DEBIT,,,EXPENSE
2025-06-09,NPS Contribution,36972.0,DEBIT,,,SAVINGS
2025-06-06,Gift received from Family,24136.0,CREDIT,,,INCOME
2025-06-02,Investment in Axis Bluechip,18618.0,DEBIT,,,SAVINGS
2025-06-14,Dining Out at Indian Oil,16230.0,DEBIT,,,EXPENSE
2025-06-06,Fuel Purchase at Myntra,8595.0,DEBIT,,,EXPENSE
2025-06-17,Sweep-in to Savings,33848.0,DEBIT,,,SAVINGS
2025-06-08,Investment in HDFC Top 100,8707.0,DEBIT,,,SAVINGS
2025-06-07,Transfer to PPF Account,28550.0,DEBIT,,,SAVINGS
2025-06-08,Consulting payment from INFOSYS LTD,89703.0,CREDIT,,,INCOME
2025-06-08,ATM Cash Withdrawal,18125.0,DEBIT,,,EXPENSE
2025-06-23,Fixed Deposit opened at SBI,27550.0,DEBIT,,,SAVINGS
2025-06-19,LIC Premium Payment,3734.0,DEBIT,,,SAVINGS
2025-06-13,Dividend from Mutual Fund,68825.0,CREDIT,,,INCOME
2025-06-17,PPF Deposit,17364.0,DEBIT,,,SAVINGS
2025-06-22,Medical Consultation at Amazon,867.0,DEBIT,,,EXPENSE
2025-06-24,Refund from Amazon,67329.0,CREDIT,,,INCOME
2025-06-11,Subscription Renewal - Netflix,1593.0,DEBIT,,,EXPENSE
2025-06-21,NPS Contribution,31147.0,DEBIT,,,SAVINGS
2025-06-23,Fixed Deposit opened at ICICI Bank,39666.0,DEBIT,,,SAVINGS
2025-06-18,Fuel Purchase at Amazon,4803.0,DEBIT,,,EXPENSE
2025-06-19,Interest from Savings Account,86130.0,CREDIT,,,INCOME
2025-06-09,Auto Sweep to FD,31049.0,DEBIT,,,SAVINGS
2025-06-05,Fuel Purchase at Indian Oil,9915.0,DEBIT,,,EXPENSE
2025-06-16,Transfer to Fixed Deposit,44054.0,DEBIT,,,SAVINGS
2025-06-17,PPF Deposit,37923.0,DEBIT,,,SAVINGS
2025-06-19,Consulting payment from XYZ Pvt Ltd,82194.0,CREDIT,,,INCOME
2025-06-21,Recurring Deposit started at Axis Bank,22733.0,DEBIT,,,SAVINGS
2025-06-13,Gift received from Family,14379.0,CREDIT,,,INCOME
2025-06-14,Transfer to Child Plan,34898.0,DEBIT,,,SAVINGS
2025-06-15,Electricity Bill Payment,17134.0,DEBIT,,,EXPENSE
2025-06-24,Refund from Amazon,20481.0,CREDIT,,,INCOME
2025-06-15,FD Creation at HDFC Bank,18855.0,DEBIT,,,SAVINGS
2025-06-12,FD Creation at HDFC Bank,10108.0,DEBIT,,,SAVINGS
2025-06-23,Fuel Purchase at Amazon,3656.0,DEBIT,,,EXPENSE
2025-06-24,Transfer to Fixed Deposit,24652.0,DEBIT,,,SAVINGS
2025-06-26,Fuel Purchase at Indian Oil,13068.0,DEBIT,,,EXPENSE
2025-06-23,Refund from Amazon,63182.0,CREDIT,,,INCOME
2025-06-05,Recurring Deposit started at ICICI Bank,22414.0,DEBIT,,,SAVINGS
2025-06-11,Gift received from Family,84687.0,CREDIT,,,INCOME
2025-06-05,Investment in SBI Magnum,29372.0,DEBIT,,,SAVINGS
2025-06-16,NPS Contribution,17973.0,DEBIT,,,SAVINGS
2025-06-01,ATM Cash Withdrawal,10996.0,DEBIT,,,EXPENSE
2025-06-14,Credit Card Bill Payment,17200.0,DEBIT,,,EXPENSE
2025-06-21,Transfer to Recurring Deposit,7586.0,DEBIT,,,SAVINGS
2025-06-15,Gift received from Family,69666.0,CREDIT,,,INCOME
2025-06-07,Auto Sweep to FD,9785.0,DEBIT,,,SAVINGS
2025-06-15,Closure Proceeds from LIC Policy,36625.0,DEBIT,,,SAVINGS
2025-06-06,Transfer to Recurring Deposit,49522.0,DEBIT,,,SAVINGS
2025-06-06,Gift received from Family,99845.0,CREDIT,,,INCOME
2025-06-02,Mutual Fund Investment - UTI Flexi Cap,42266.0,DEBIT,,,SAVINGS
2025-06-05,Transfer to Education Fund,15335.0,DEBIT,,,SAVINGS
2025-06-02,Sweep-in to Savings,28397.0,DEBIT,,,SAVINGS
2025-06-21,Recurring Deposit started at Axis Bank,15661.0,DEBIT,,,SAVINGS
2025-06-21,Investment in Axis Bluechip,30563.0,DEBIT,,,SAVINGS
2025-06-09,Transfer to Fixed Deposit,16846.0,DEBIT,,,SAVINGS
2025-06-07,Goal Based Savings Transfer,14280.0,DEBIT,,,SAVINGS
2025-06-11,Salary credited from TCS,27249.0,CREDIT,,,INCOME
2025-06-09,Medical Consultation at Big Bazaar,10815.0,DEBIT,,,EXPENSE
2025-06-02,Closure Proceeds from RD,43243.0,DEBIT,,,SAVINGS
2025-06-23,Electricity Bill Payment,12703.0,DEBIT,,,EXPENSE
2025-06-23,Closure Proceeds from RD,32007.0,DEBIT,,,SAVINGS
2025-06-06,Refund from Amazon,75163.0,CREDIT,,,INCOME
2025-06-25,UPI payment to Cafe Coffee Day,19786.0,DEBIT,,,EXPENSE
2025-06-06,Mutual Fund Investment - HDFC Top 100,41474.0,DEBIT,,,SAVINGS
2025-06-06,Transfer to Education Fund,47447.0,DEBIT,,,SAVINGS
2025-06-08,Gift received from Family,41450.0,CREDIT,,,INCOME
2025-06-08,Consulting payment from INFOSYS LTD,56975.0,CREDIT,,,INCOME
2025-06-28,Transfer to Fixed Deposit,35256.0,DEBIT,,,SAVINGS
2025-06-14,Fixed Deposit opened at PNB,47824.0,DEBIT,,,SAVINGS
2025-06-15,Closure Proceeds from RD,24345.0,DEBIT,,,SAVINGS
2025-06-22,NPS Contribution,40558.0,DEBIT,,,SAVINGS
2025-06-04,Interest from Savings Account,64273.0,CREDIT,,,INCOME
2025-06-02,Transfer to Education Fund,45221.0,DEBIT,,,SAVINGS
